round,client_id,client_name,ref_client_ids,aggregation_client_ids,num_refs,importance_values_for_refs
2,6,client_6,"[6, 7, 9, 4, 3]","[6, 7, 9, 4, 3]",5,"[1.0, 0.02339392714202404, 0.01658041588962078, 0.015588776208460331, 0.015110793523490429]"
2,7,client_7,"[7, 3, 9, 5, 8]","[7, 3, 9, 5, 8]",5,"[1.0, 0.019788453355431557, 0.018309859558939934, 0.014975872822105885, 0.010195440612733364]"
2,8,client_8,"[8, 7, 3, 9, 2]","[8, 7, 3, 9, 2]",5,"[1.0, 0.024891598150134087, 0.018936047330498695, 0.01450904831290245, 0.01063115056604147]"
2,9,client_9,"[9, 3, 7, 2, 1]","[9, 3, 7, 2, 1]",5,"[1.0, 0.012375778518617153, -0.0016435161232948303, -0.0029036093037575483, -0.00702835014089942]"
3,1,client_1,"[1, 7, 9, 5, 8]","[1, 7, 9, 5, 8]",5,"[1.0, 0.061409980058670044, 0.04916880279779434, 0.040949299931526184, 0.028772784397006035]"
3,2,client_2,"[2, 7, 8, 5, 9]","[2, 7, 8, 5, 9]",5,"[1.0, 0.06382402777671814, 0.055527325719594955, 0.040737904608249664, 0.040064487606287]"
3,3,client_3,"[3, 5, 9, 8, 2]","[3, 5, 9, 8, 2]",5,"[1.0, 0.00956769473850727, 0.006515722721815109, -0.01337338238954544, -0.014377976767718792]"
3,4,client_4,"[4, 3, 9, 7, 2]","[4, 3, 9, 7, 2]",5,"[1.0, 0.06289515644311905, 0.06174171343445778, 0.03297112509608269, 0.016765974462032318]"
3,5,client_5,"[5, 7, 3, 9, 2]","[5, 7, 3, 9, 2]",5,"[1.0, 0.05649024248123169, 0.05233331024646759, 0.03944630175828934, 0.017482325434684753]"
3,6,client_6,"[6, 7, 9, 3, 4]","[6, 7, 9, 3, 4]",5,"[1.0, 0.09028416126966476, 0.0859045758843422, 0.07333828508853912, 0.06419464945793152]"
3,7,client_7,"[7, 9, 3, 5, 8]","[7, 9, 3, 5, 8]",5,"[1.0, 0.10446479916572571, 0.09052020311355591, 0.05438677966594696, 0.03346996754407883]"
3,8,client_8,"[8, 3, 7, 9, 2]","[8, 3, 7, 9, 2]",5,"[1.0, 0.0833807960152626, 0.07711534947156906, 0.059877701103687286, 0.035540517419576645]"
3,9,client_9,"[9, 3, 6, 5, 4]","[9, 3, 6, 5, 4]",5,"[1.0, 0.04568125680088997, -0.00881191249936819, -0.011303816922008991, -0.015063709579408169]"
4,1,client_1,"[1, 7, 9, 8, 5]","[1, 7, 9, 8, 5]",5,"[1.0, 0.11969833076000214, 0.11257970333099365, 0.07597997039556503, 0.07595060765743256]"
4,2,client_2,"[2, 7, 8, 9, 5]","[2, 7, 8, 9, 5]",5,"[1.0, 0.10310477763414383, 0.09639395773410797, 0.09245306253433228, 0.06970418244600296]"
4,3,client_3,"[3, 9, 7, 4, 5]","[3, 9, 7, 4, 5]",5,"[1.0, -0.017299378290772438, -0.026190578937530518, -0.028977354988455772, -0.032899871468544006]"
4,4,client_4,"[4, 3, 9, 7, 2]","[4, 3, 9, 7, 2]",5,"[1.0, 0.15879495441913605, 0.09377016127109528, 0.04436948150396347, 0.015571760945022106]"
4,5,client_5,"[5, 3, 7, 9, 2]","[5, 3, 7, 9, 2]",5,"[1.0, 0.14122606813907623, 0.0890137255191803, 0.07508194446563721, 0.031216204166412354]"
4,6,client_6,"[6, 3, 7, 9, 4]","[6, 3, 7, 9, 4]",5,"[1.0, 0.1696002036333084, 0.1544349193572998, 0.15140876173973083, 0.12032023072242737]"
4,7,client_7,"[7, 3, 9, 5, 8]","[7, 3, 9, 5, 8]",5,"[1.0, 0.20900589227676392, 0.17751362919807434, 0.09882591664791107, 0.06645147502422333]"
4,8,client_8,"[8, 3, 9, 7, 2]","[8, 3, 9, 7, 2]",5,"[1.0, 0.17730306088924408, 0.09689100086688995, 0.09314112365245819, 0.038508836179971695]"
4,9,client_9,"[9, 3, 8, 2, 7]","[9, 3, 8, 2, 7]",5,"[1.0, 0.1286463439464569, -0.01529464777559042, -0.03832050785422325, -0.04448697343468666]"
5,1,client_1,"[1, 7, 9, 8, 5]","[1, 7, 9, 8, 5]",5,"[1.0, 0.17849422991275787, 0.16008055210113525, 0.13689348101615906, 0.10742431879043579]"
5,2,client_2,"[2, 7, 8, 9, 5]","[2, 7, 8, 9, 5]",5,"[1.0, 0.14727327227592468, 0.14542217552661896, 0.14185909926891327, 0.10391506552696228]"
5,3,client_3,"[3, 1, 6, 9, 8]","[3, 1, 6, 9, 8]",5,"[1.0, -0.04310809075832367, -0.0579947754740715, -0.0789480060338974, -0.0892396941781044]"
5,4,client_4,"[4, 3, 9, 7, 2]","[4, 3, 9, 7, 2]",5,"[1.0, 0.2904641926288605, 0.10867152363061905, 0.04177895188331604, 0.016818592324852943]"
5,5,client_5,"[5, 3, 7, 9, 2]","[5, 3, 7, 9, 2]",5,"[1.0, 0.2674190402030945, 0.10542896389961243, 0.09678462892770767, 0.04444471374154091]"
5,6,client_6,"[6, 3, 7, 9, 4]","[6, 3, 7, 9, 4]",5,"[1.0, 0.29416385293006897, 0.19924664497375488, 0.194797083735466, 0.1566193699836731]"
5,7,client_7,"[7, 3, 9, 5, 8]","[7, 3, 9, 5, 8]",5,"[1.0, 0.37179526686668396, 0.24828901886940002, 0.14701178669929504, 0.10957975685596466]"
5,8,client_8,"[8, 3, 9, 7, 2]","[8, 3, 9, 7, 2]",5,"[1.0, 0.3078927993774414, 0.12363635748624802, 0.08471536636352539, 0.035560376942157745]"
5,9,client_9,"[9, 3, 8, 5, 6]","[9, 3, 8, 5, 6]",5,"[1.0, 0.2523112893104553, -0.04589466378092766, -0.04926537722349167, -0.05602465197443962]"
6,1,client_1,"[1, 7, 9, 8, 5]","[1, 7, 9, 8, 5]",5,"[1.0, 0.22485682368278503, 0.21211494505405426, 0.20690655708312988, 0.1422012895345688]"
6,2,client_2,"[2, 9, 8, 7, 5]","[2, 9, 8, 7, 5]",5,"[1.0, 0.19525614380836487, 0.19384349882602692, 0.17870566248893738, 0.14558526873588562]"
6,3,client_3,"[3, 5, 2, 4, 7]","[3, 5, 2, 4, 7]",5,"[1.0, -0.09691441804170609, -0.09979985654354095, -0.14559508860111237, -0.15848225355148315]"
6,4,client_4,"[4, 3, 9, 2, 7]","[4, 3, 9, 2, 7]",5,"[1.0, 0.4605335593223572, 0.13880634307861328, 0.027704153209924698, 0.025790365412831306]"
6,5,client_5,"[5, 3, 9, 7, 2]","[5, 3, 9, 7, 2]",5,"[1.0, 0.42957472801208496, 0.12412825971841812, 0.10044879466295242, 0.05931847169995308]"
6,6,client_6,"[6, 3, 9, 7, 4]","[6, 3, 9, 7, 4]",5,"[1.0, 0.4542693793773651, 0.24101699888706207, 0.21629226207733154, 0.17997995018959045]"
6,7,client_7,"[7, 3, 9, 5, 8]","[7, 3, 9, 5, 8]",5,"[1.0, 0.5830575227737427, 0.33993181586265564, 0.20241644978523254, 0.16144520044326782]"
6,8,client_8,"[8, 3, 9, 7, 2]","[8, 3, 9, 7, 2]",5,"[1.0, 0.4781031608581543, 0.16293030977249146, 0.05610574036836624, 0.033964965492486954]"
6,9,client_9,"[9, 3, 4, 2, 1]","[9, 3, 4, 2, 1]",5,"[1.0, 0.40638184547424316, -0.05751391127705574, -0.06078905984759331, -0.06717326492071152]"
7,1,client_1,"[1, 8, 9, 7, 5]","[1, 8, 9, 7, 5]",5,"[1.0, 0.28118738532066345, 0.2758413851261139, 0.2579776644706726, 0.184160515666008]"
7,2,client_2,"[2, 9, 8, 5, 7]","[2, 9, 8, 5, 7]",5,"[1.0, 0.263731449842453, 0.2454957216978073, 0.19754837453365326, 0.196968674659729]"
7,3,client_3,"[3, 1, 6, 9, 8]","[3, 1, 6, 9, 8]",5,"[1.0, -0.1610862910747528, -0.1649826616048813, -0.17088398337364197, -0.2080400288105011]"
7,4,client_4,"[4, 3, 9, 2, 5]","[4, 3, 9, 2, 5]",5,"[1.0, 0.6657067537307739, 0.18377533555030823, 0.04599562659859657, 0.003934392239898443]"
7,5,client_5,"[5, 3, 9, 7, 2]","[5, 3, 9, 7, 2]",5,"[1.0, 0.6300723552703857, 0.1616310030221939, 0.08494388312101364, 0.08109398186206818]"
7,6,client_6,"[6, 3, 9, 7, 4]","[6, 3, 9, 7, 4]",5,"[1.0, 0.6444656848907471, 0.289249062538147, 0.2146247774362564, 0.19868169724941254]"
7,7,client_7,"[7, 3, 9, 5, 8]","[7, 3, 9, 5, 8]",5,"[1.0, 0.8367929458618164, 0.44717809557914734, 0.2591390013694763, 0.22022409737110138]"
7,8,client_8,"[8, 3, 9, 2, 7]","[8, 3, 9, 2, 7]",5,"[1.0, 0.6767621636390686, 0.20854178071022034, 0.03237210586667061, 0.01648271456360817]"
7,9,client_9,"[9, 3, 8, 6, 2]","[9, 3, 8, 6, 2]",5,"[1.0, 0.5782792568206787, -0.07285024225711823, -0.07929423451423645, -0.08388771116733551]"
8,1,client_1,"[1, 8, 9, 7, 5]","[1, 8, 9, 7, 5]",5,"[1.0, 0.3670121133327484, 0.35729047656059265, 0.2860361933708191, 0.23113670945167542]"
8,2,client_2,"[2, 9, 8, 5, 7]","[2, 9, 8, 5, 7]",5,"[1.0, 0.3481742739677429, 0.30422455072402954, 0.25157278776168823, 0.20881250500679016]"
8,3,client_3,"[3, 5, 2, 9, 6]","[3, 5, 2, 9, 6]",5,"[1.0, -0.23005616664886475, -0.2576487362384796, -0.27882322669029236, -0.2928186058998108]"
8,4,client_4,"[4, 3, 9, 2, 5]","[4, 3, 9, 2, 5]",5,"[1.0, 0.893663227558136, 0.2352214753627777, 0.06595388054847717, 0.010020061396062374]"
8,5,client_5,"[5, 3, 9, 2, 7]","[5, 3, 9, 2, 7]",5,"[1.0, 0.8641514778137207, 0.21057191491127014, 0.10872307419776917, 0.06361249834299088]"
8,6,client_6,"[6, 3, 9, 4, 7]","[6, 3, 9, 4, 7]",5,"[1.0, 0.8600876927375793, 0.346074640750885, 0.21745558083057404, 0.203212708234787]"
8,7,client_7,"[7, 3, 9, 5, 8]","[7, 3, 9, 5, 8]",5,"[1.0, 1.1209499835968018, 0.5699536800384521, 0.31708425283432007, 0.2854301631450653]"
8,8,client_8,"[8, 3, 9, 2, 4]","[8, 3, 9, 2, 4]",5,"[1.0, 0.8931137323379517, 0.2589486539363861, 0.03066030703485012, 0.0022355217952281237]"
8,9,client_9,"[9, 3, 5, 7, 1]","[9, 3, 5, 7, 1]",5,"[1.0, 0.7707481384277344, -0.08410941064357758, -0.09479115158319473, -0.09669634699821472]"
9,1,client_1,"[1, 8, 9, 7, 5]","[1, 8, 9, 7, 5]",5,"[1.0, 0.46744146943092346, 0.45360010862350464, 0.3093740940093994, 0.288238525390625]"
9,2,client_2,"[2, 9, 8, 5, 7]","[2, 9, 8, 5, 7]",5,"[1.0, 0.4453357756137848, 0.3705223500728607, 0.30971986055374146, 0.21272872388362885]"
9,3,client_3,"[3, 1, 4, 8, 7]","[3, 1, 4, 8, 7]",5,"[1.0, -0.30590295791625977, -0.32227155566215515, -0.35509565472602844, -0.3700883984565735]"
9,4,client_4,"[4, 3, 9, 2, 5]","[4, 3, 9, 2, 5]",5,"[1.0, 1.1448607444763184, 0.295842707157135, 0.09214838594198227, 0.018047727644443512]"
9,5,client_5,"[5, 3, 9, 2, 7]","[5, 3, 9, 2, 7]",5,"[1.0, 1.1301565170288086, 0.2672652304172516, 0.14124885201454163, 0.036374472081661224]"
9,6,client_6,"[6, 3, 9, 4, 7]","[6, 3, 9, 4, 7]",5,"[1.0, 1.1036003828048706, 0.4132332503795624, 0.2358902543783188, 0.1864781677722931]"
9,7,client_7,"[7, 3, 9, 5, 8]","[7, 3, 9, 5, 8]",5,"[1.0, 1.4349794387817383, 0.7067273259162903, 0.3777608573436737, 0.3570370078086853]"
9,8,client_8,"[8, 3, 9, 2, 1]","[8, 3, 9, 2, 1]",5,"[1.0, 1.1283979415893555, 0.31254246830940247, 0.032683275640010834, 0.001629747450351715]"
9,9,client_9,"[9, 3, 8, 6, 4]","[9, 3, 8, 6, 4]",5,"[1.0, 0.9748910665512085, -0.10600890219211578, -0.10681691020727158, -0.1114007905125618]"
10,1,client_1,"[1, 8, 9, 5, 7]","[1, 8, 9, 5, 7]",5,"[1.0, 0.5807804465293884, 0.5634846687316895, 0.3594509959220886, 0.32408472895622253]"
10,2,client_2,"[2, 9, 8, 5, 7]","[2, 9, 8, 5, 7]",5,"[1.0, 0.5556908845901489, 0.4438292384147644, 0.37454307079315186, 0.20802587270736694]"
10,3,client_3,"[3, 5, 9, 2, 6]","[3, 5, 9, 2, 6]",5,"[1.0, -0.3751927614212036, -0.3901055157184601, -0.4224674701690674, -0.430939257144928]"
10,4,client_4,"[4, 3, 9, 2, 5]","[4, 3, 9, 2, 5]",5,"[1.0, 1.421616554260254, 0.3654597997665405, 0.12338028848171234, 0.02823077142238617]"
10,5,client_5,"[5, 3, 9, 2, 7]","[5, 3, 9, 2, 7]",5,"[1.0, 1.430671215057373, 0.3309328258037567, 0.1749061793088913, 0.002946149557828903]"
10,6,client_6,"[6, 3, 9, 4, 7]","[6, 3, 9, 4, 7]",5,"[1.0, 1.3822449445724487, 0.49455729126930237, 0.2560126483440399, 0.16788867115974426]"
10,7,client_7,"[7, 3, 9, 5, 8]","[7, 3, 9, 5, 8]",5,"[1.0, 1.7842909097671509, 0.8583341240882874, 0.4393630027770996, 0.43324658274650574]"
10,8,client_8,"[8, 3, 9, 2, 5]","[8, 3, 9, 2, 5]",5,"[1.0, 1.3839664459228516, 0.36915141344070435, 0.033842843025922775, 4.501640796661377e-05]"
10,9,client_9,"[9, 3, 2, 1, 6]","[9, 3, 2, 1, 6]",5,"[1.0, 1.2040249109268188, -0.1162128895521164, -0.14409779012203217, -0.14450040459632874]"
11,1,client_1,"[1, 8, 9, 5, 7]","[1, 8, 9, 5, 7]",5,"[1.0, 0.7079033851623535, 0.6815398931503296, 0.4425288140773773, 0.32892167568206787]"
11,2,client_2,"[2, 9, 8, 5, 7]","[2, 9, 8, 5, 7]",5,"[1.0, 0.682503342628479, 0.5287742614746094, 0.44893449544906616, 0.1970706731081009]"
11,3,client_3,"[3, 1, 9, 5, 8]","[3, 1, 9, 5, 8]",5,"[1.0, -0.47747117280960083, -0.4889371395111084, -0.522488534450531, -0.529850423336029]"
11,4,client_4,"[4, 3, 9, 2, 5]","[4, 3, 9, 2, 5]",5,"[1.0, 1.7341123819351196, 0.447358638048172, 0.15835736691951752, 0.03851966932415962]"
11,5,client_5,"[5, 3, 9, 2, 4]","[5, 3, 9, 2, 4]",5,"[1.0, 1.779163122177124, 0.4087487757205963, 0.2110576629638672, 0.0026611946523189545]"
11,6,client_6,"[6, 3, 9, 4, 7]","[6, 3, 9, 4, 7]",5,"[1.0, 1.7013134956359863, 0.590988039970398, 0.2747882008552551, 0.14707684516906738]"
11,7,client_7,"[7, 3, 9, 8, 5]","[7, 3, 9, 8, 5]",5,"[1.0, 2.174402952194214, 1.023902177810669, 0.5111985802650452, 0.4988003969192505]"
11,8,client_8,"[8, 3, 9, 2, 6]","[8, 3, 9, 2, 6]",5,"[1.0, 1.6705836057662964, 0.4345519542694092, 0.03253095597028732, -0.0029931552708148956]"
11,9,client_9,"[9, 3, 8, 5, 2]","[9, 3, 8, 5, 2]",5,"[1.0, 1.4762294292449951, -0.14513498544692993, -0.1466449797153473, -0.1517735719680786]"
12,1,client_1,"[1, 8, 9, 5, 7]","[1, 8, 9, 5, 7]",5,"[1.0, 0.8448129892349243, 0.8100562691688538, 0.5347743034362793, 0.32517075538635254]"
12,2,client_2,"[2, 9, 8, 5, 7]","[2, 9, 8, 5, 7]",5,"[1.0, 0.8313020467758179, 0.6258577704429626, 0.5366557240486145, 0.18291521072387695]"
12,3,client_3,"[3, 4, 9, 6, 2]","[3, 4, 9, 6, 2]",5,"[1.0, -0.5413004159927368, -0.5643109083175659, -0.5702243447303772, -0.5901325941085815]"
12,4,client_4,"[4, 3, 9, 2, 5]","[4, 3, 9, 2, 5]",5,"[1.0, 2.089644432067871, 0.5414682626724243, 0.19568297266960144, 0.04823501780629158]"
12,5,client_5,"[5, 3, 9, 2, 4]","[5, 3, 9, 2, 4]",5,"[1.0, 2.171319007873535, 0.49547916650772095, 0.24598167836666107, 0.0008766254177317023]"
12,6,client_6,"[6, 3, 9, 4, 7]","[6, 3, 9, 4, 7]",5,"[1.0, 2.0673556327819824, 0.7025418877601624, 0.2918095290660858, 0.12645989656448364]"
12,7,client_7,"[7, 3, 9, 8, 5]","[7, 3, 9, 8, 5]",5,"[1.0, 2.6053929328918457, 1.2011926174163818, 0.5878570675849915, 0.5552745461463928]"
12,8,client_8,"[8, 3, 9, 2, 1]","[8, 3, 9, 2, 1]",5,"[1.0, 1.996617317199707, 0.5017552375793457, 0.02517353743314743, -0.0032072425819933414]"
12,9,client_9,"[9, 3, 4, 6, 1]","[9, 3, 4, 6, 1]",5,"[1.0, 1.7761722803115845, -0.1846982091665268, -0.18626050651073456, -0.19067466259002686]"
13,1,client_1,"[1, 8, 9, 5, 7]","[1, 8, 9, 5, 7]",5,"[1.0, 0.9906888008117676, 0.9484134316444397, 0.6390866637229919, 0.3139626681804657]"
13,2,client_2,"[2, 9, 8, 5, 7]","[2, 9, 8, 5, 7]",5,"[1.0, 1.0011117458343506, 0.7359235882759094, 0.6405615210533142, 0.1670246124267578]"
13,3,client_3,"[3, 7, 9, 1, 5]","[3, 7, 9, 1, 5]",5,"[1.0, -0.6258362531661987, -0.6314022541046143, -0.6346511840820312, -0.6637589931488037]"
13,4,client_4,"[4, 3, 9, 2, 5]","[4, 3, 9, 2, 5]",5,"[1.0, 2.495814561843872, 0.6452676653862, 0.23514853417873383, 0.059223972260951996]"
13,5,client_5,"[5, 3, 9, 2, 8]","[5, 3, 9, 2, 8]",5,"[1.0, 2.6185126304626465, 0.589937150478363, 0.27895262837409973, 0.0002379665820626542]"
13,6,client_6,"[6, 3, 9, 4, 7]","[6, 3, 9, 4, 7]",5,"[1.0, 2.489112615585327, 0.8305288553237915, 0.30756276845932007, 0.1093975305557251]"
13,7,client_7,"[7, 3, 9, 8, 5]","[7, 3, 9, 8, 5]",5,"[1.0, 3.081001043319702, 1.3863013982772827, 0.6581710577011108, 0.6099668741226196]"
13,8,client_8,"[8, 3, 9, 2, 1]","[8, 3, 9, 2, 1]",5,"[1.0, 2.377460241317749, 0.5792920589447021, 0.026310039684176445, -0.008647352457046509]"
13,9,client_9,"[9, 3, 8, 7, 2]","[9, 3, 8, 7, 2]",5,"[1.0, 2.1375184059143066, -0.19829337298870087, -0.19845925271511078, -0.1990273892879486]"
14,1,client_1,"[1, 8, 9, 5, 7]","[1, 8, 9, 5, 7]",5,"[1.0, 1.1379311084747314, 1.108217716217041, 0.7621479630470276, 0.2981092929840088]"
14,2,client_2,"[2, 9, 8, 5, 7]","[2, 9, 8, 5, 7]",5,"[1.0, 1.1978883743286133, 0.8515329957008362, 0.7615684866905212, 0.1496868133544922]"
14,3,client_3,"[3, 9, 8, 6, 4]","[3, 9, 8, 6, 4]",5,"[1.0, -0.6652659177780151, -0.6791623830795288, -0.6865760684013367, -0.73583984375]"
14,4,client_4,"[4, 3, 9, 2, 5]","[4, 3, 9, 2, 5]",5,"[1.0, 2.9568986892700195, 0.755136251449585, 0.27900582551956177, 0.07262836396694183]"
14,5,client_5,"[5, 3, 9, 2, 8]","[5, 3, 9, 2, 8]",5,"[1.0, 3.1003880500793457, 0.6852458715438843, 0.30806875228881836, 0.033731184899806976]"
14,6,client_6,"[6, 3, 9, 4, 7]","[6, 3, 9, 4, 7]",5,"[1.0, 2.9702658653259277, 0.9728853702545166, 0.32279759645462036, 0.09780270606279373]"
14,7,client_7,"[7, 3, 9, 8, 5]","[7, 3, 9, 8, 5]",5,"[1.0, 3.6015679836273193, 1.5749530792236328, 0.7182324528694153, 0.6624083518981934]"
14,8,client_8,"[8, 3, 9, 2, 1]","[8, 3, 9, 2, 1]",5,"[1.0, 2.817166805267334, 0.6630542278289795, 0.03406447172164917, -0.011663437820971012]"
14,9,client_9,"[9, 3, 5, 6, 2]","[9, 3, 5, 6, 2]",5,"[1.0, 2.547952890396118, -0.2239055186510086, -0.24174004793167114, -0.24926824867725372]"
15,1,client_1,"[1, 9, 8, 5, 7]","[1, 9, 8, 5, 7]",5,"[1.0, 1.293609857559204, 1.2839038372039795, 0.9122896194458008, 0.28178441524505615]"
15,2,client_2,"[2, 9, 8, 5, 7]","[2, 9, 8, 5, 7]",5,"[1.0, 1.4218435287475586, 0.970014750957489, 0.9055541157722473, 0.13283009827136993]"
15,3,client_3,"[3, 9, 2, 6, 5]","[3, 9, 2, 6, 5]",5,"[1.0, -0.6549813747406006, -0.7500869631767273, -0.7548797130584717, -0.7734994888305664]"
15,4,client_4,"[4, 3, 9, 2, 5]","[4, 3, 9, 2, 5]",5,"[1.0, 3.4660911560058594, 0.8661805391311646, 0.32650527358055115, 0.08773986250162125]"
15,5,client_5,"[5, 3, 9, 2, 8]","[5, 3, 9, 2, 8]",5,"[1.0, 3.6313531398773193, 0.7783768177032471, 0.33873775601387024, 0.05527811497449875]"
15,6,client_6,"[6, 3, 9, 4, 7]","[6, 3, 9, 4, 7]",5,"[1.0, 3.5022759437561035, 1.1267483234405518, 0.3393186628818512, 0.09030739217996597]"
15,7,client_7,"[7, 3, 9, 8, 5]","[7, 3, 9, 8, 5]",5,"[1.0, 4.1614990234375, 1.7654931545257568, 0.7679899334907532, 0.712325394153595]"
15,8,client_8,"[8, 3, 9, 2, 1]","[8, 3, 9, 2, 1]",5,"[1.0, 3.318845748901367, 0.7507606148719788, 0.05097460746765137, -0.011846687644720078]"
15,9,client_9,"[9, 3, 1, 8, 4]","[9, 3, 1, 8, 4]",5,"[1.0, 3.0156993865966797, -0.2596516013145447, -0.2669872045516968, -0.2799169421195984]"
16,1,client_1,"[1, 9, 8, 5, 7]","[1, 9, 8, 5, 7]",5,"[1.0, 1.5034159421920776, 1.4354254007339478, 1.0874204635620117, 0.26634013652801514]"
16,2,client_2,"[2, 9, 8, 5, 7]","[2, 9, 8, 5, 7]",5,"[1.0, 1.6733038425445557, 1.093101143836975, 1.0722031593322754, 0.11736860126256943]"
16,3,client_3,"[3, 9, 8, 1, 6]","[3, 9, 8, 1, 6]",5,"[1.0, -0.6206806898117065, -0.7781664133071899, -0.7828200459480286, -0.8119919896125793]"
16,4,client_4,"[4, 3, 9, 2, 5]","[4, 3, 9, 2, 5]",5,"[1.0, 4.024278163909912, 0.9750738143920898, 0.3784303665161133, 0.10146833211183548]"
16,5,client_5,"[5, 3, 9, 2, 8]","[5, 3, 9, 2, 8]",5,"[1.0, 4.21177864074707, 0.869818389415741, 0.37489068508148193, 0.07026602327823639]"
16,6,client_6,"[6, 3, 9, 4, 7]","[6, 3, 9, 4, 7]",5,"[1.0, 4.084571838378906, 1.2869305610656738, 0.3559916019439697, 0.087471604347229]"
16,7,client_7,"[7, 3, 9, 8, 5]","[7, 3, 9, 8, 5]",5,"[1.0, 4.764345169067383, 1.9503028392791748, 0.8082950711250305, 0.7553085088729858]"
16,8,client_8,"[8, 3, 9, 2, 1]","[8, 3, 9, 2, 1]",5,"[1.0, 3.8837738037109375, 0.8358747959136963, 0.0756014809012413, -0.012032227590680122]"
16,9,client_9,"[9, 3, 2, 5, 6]","[9, 3, 2, 5, 6]",5,"[1.0, 3.53145694732666, -0.2890443503856659, -0.296871542930603, -0.30540958046913147]"
