client_id,client_name,layer_name,param_name,flat_index_in_param,selected_count,total_rounds,selected_frequency,importance_mean,importance_std,importance_rank_mean
1,client_1,fc1,fc1.weight,25,20,20,1.0,2.2398269905465895e-09,9.763179502807415e-09,254.2
1,client_1,fc1,fc1.weight,26,20,20,1.0,1.372353199258214e-06,5.981948910411291e-06,239.35
1,client_1,fc1,fc1.weight,27,20,20,1.0,9.510496056464035e-07,4.145529121306882e-06,260.95
1,client_1,fc1,fc1.weight,28,20,20,1.0,6.891074917803052e-07,3.003749917907136e-06,245.4
1,client_1,fc1,fc1.weight,29,20,20,1.0,1.9768292531807673e-07,8.616798943249946e-07,249.45
1,client_1,fc1,fc1.weight,30,20,20,1.0,2.651965536060175e-10,1.155964977343897e-09,257.8
1,client_1,fc1,fc1.weight,31,20,20,1.0,5.758594667781836e-09,2.5101132213673196e-08,239.35
1,client_1,fc1,fc1.weight,32,20,20,1.0,5.965329705759359e-08,2.600226935230627e-07,237.25
1,client_1,fc1,fc1.weight,33,20,20,1.0,1.6232708333063784e-08,7.075673520379562e-08,255.55
1,client_1,fc1,fc1.weight,34,20,20,1.0,2.9536322472267783e-07,1.287458448204447e-06,250.4
1,client_1,fc1,fc1.weight,35,20,20,1.0,9.086353429665905e-08,3.960649636520789e-07,253.0
1,client_1,fc1,fc1.weight,36,20,20,1.0,5.4661268222844226e-08,2.382629443091491e-07,253.7
1,client_1,fc1,fc1.weight,37,20,20,1.0,1.7091196014007437e-07,7.449879624930359e-07,267.2
1,client_1,fc1,fc1.weight,38,20,20,1.0,4.0111108319251797e-07,1.7484026767703219e-06,264.9
1,client_1,fc1,fc1.weight,39,20,20,1.0,1.2056867490173318e-06,5.2554666965326366e-06,272.5
1,client_1,fc1,fc1.weight,40,20,20,1.0,2.212621908199708e-05,9.636155733398661e-05,258.5
1,client_1,fc1,fc1.weight,41,20,20,1.0,5.642602495470328e-07,2.4383821707899147e-06,263.75
1,client_1,fc1,fc1.weight,42,20,20,1.0,1.2292050342033178e-06,5.353645774511035e-06,261.0
1,client_1,fc1,fc1.weight,43,20,20,1.0,2.214939540579053e-06,9.587604079712851e-06,257.55
1,client_1,fc1,fc1.weight,44,20,20,1.0,7.62967494516431e-08,3.2972786635837044e-07,297.75
1,client_1,fc1,fc1.weight,45,20,20,1.0,2.8689428449268918e-05,0.0001250217059183047,263.5
1,client_1,fc1,fc1.weight,46,20,20,1.0,3.749547337150716e-06,1.631074882881705e-05,271.55
1,client_1,fc1,fc1.weight,47,20,20,1.0,4.723078545865178e-06,2.058456547679418e-05,271.55
1,client_1,fc1,fc1.weight,48,20,20,1.0,1.3246874019934296e-07,5.745829224555687e-07,286.1
1,client_1,fc1,fc1.weight,49,20,20,1.0,1.911695358458587e-06,8.311280488098284e-06,285.4
1,client_1,fc1,fc1.weight,50,20,20,1.0,1.5835125777852176e-07,6.899762060109695e-07,291.75
1,client_1,fc1,fc1.weight,51,20,20,1.0,3.553595561811562e-07,1.5410147086121515e-06,287.8
1,client_1,fc1,fc1.weight,52,20,20,1.0,3.152302809894536e-08,1.1109665047521438e-07,298.45
1,client_1,fc1,fc1.weight,53,20,20,1.0,3.3240111001475725e-06,1.4435840253747115e-05,302.7
1,client_1,fc1,fc1.weight,54,20,20,1.0,4.451626301005263e-06,1.938354883439179e-05,301.4
1,client_1,fc1,fc1.weight,55,20,20,1.0,1.3596994829612186e-06,5.915704239154786e-06,302.2
1,client_1,fc1,fc1.weight,56,20,20,1.0,6.667868575505054e-06,2.9000485083981982e-05,297.65
1,client_1,fc1,fc1.weight,57,20,20,1.0,5.079785182715568e-07,1.9565956061385208e-06,299.55
1,client_1,fc1,fc1.weight,58,20,20,1.0,8.68725219017874e-09,3.785406158116222e-08,307.15
1,client_1,fc1,fc1.weight,59,20,20,1.0,9.973041672495243e-08,4.3230016334227244e-07,302.0
1,client_1,fc1,fc1.weight,60,20,20,1.0,1.142509434800534e-07,4.372841801800627e-07,127.0
1,client_1,fc1,fc1.weight,61,20,20,1.0,2.54096920011299e-06,1.0444015288534932e-05,106.6
1,client_1,fc1,fc1.weight,62,20,20,1.0,3.8201206853549776e-06,1.3049844788665615e-05,47.1
1,client_1,fc1,fc1.weight,63,20,20,1.0,7.287022583293661e-08,2.2025637724254998e-07,143.4
1,client_1,fc1,fc1.weight,64,20,20,1.0,1.4019949306359232e-06,5.671775635188627e-06,116.15
1,client_1,fc1,fc1.weight,65,20,20,1.0,6.640024033957581e-06,2.858051231847519e-05,75.45
1,client_1,fc1,fc1.weight,66,20,20,1.0,1.5385521411072355e-05,5.5572347537193565e-05,55.05
1,client_1,fc1,fc1.weight,67,20,20,1.0,5.702168814319953e-07,2.0069191411391646e-06,78.65
1,client_1,fc1,fc1.weight,68,20,20,1.0,3.4470791375872264e-07,1.4103125068885258e-06,126.85
1,client_1,fc1,fc1.weight,69,20,20,1.0,1.1905876742858423e-06,3.292073902569392e-06,57.25
1,client_1,fc1,fc1.weight,70,20,20,1.0,5.143554869846412e-06,7.880518690870378e-06,9.75
1,client_1,fc1,fc1.weight,71,20,20,1.0,3.2118478302995794e-06,1.3313156738425493e-05,85.3
1,client_1,fc1,fc1.weight,72,20,20,1.0,5.129171648788483e-06,2.2073786041796638e-05,93.95
1,client_1,fc1,fc1.weight,73,20,20,1.0,1.666918196984741e-05,7.220596796676867e-05,76.15
1,client_1,fc1,fc1.weight,74,20,20,1.0,2.762849270332435e-06,7.702937359182542e-06,56.2
1,client_1,fc1,fc1.weight,75,20,20,1.0,4.2665663534502405e-06,1.6146135662761777e-05,68.45
1,client_1,fc1,fc1.weight,76,20,20,1.0,8.657807734380185e-06,1.673990398021937e-05,7.15
1,client_1,fc1,fc1.weight,77,20,20,1.0,1.498567062964331e-06,6.0293741694733585e-06,60.75
1,client_1,fc1,fc1.weight,78,20,20,1.0,8.097280763763593e-06,2.9691045205424345e-05,29.5
1,client_1,fc1,fc1.weight,79,20,20,1.0,2.050521444854625e-06,7.668597341129065e-06,98.65
1,client_1,fc1,fc1.weight,80,20,20,1.0,1.0591052479469454e-09,4.6165327463743235e-09,305.7
1,client_1,fc1,fc1.weight,81,20,20,1.0,1.3478063920047135e-06,5.874951858206713e-06,294.1
1,client_1,fc1,fc1.weight,82,20,20,1.0,1.058314501278801e-06,4.61308596155794e-06,290.05
1,client_1,fc1,fc1.weight,83,20,20,1.0,3.502881736494601e-06,1.5268707500554236e-05,286.3
1,client_1,fc1,fc1.weight,84,20,20,1.0,1.1592704822760424e-07,5.053142880470928e-07,290.6
1,client_1,fc1,fc1.weight,85,20,20,1.0,4.329679086367832e-08,1.8872633595438896e-07,289.7
1,client_1,fc1,fc1.weight,86,20,20,1.0,1.0803460099850782e-07,4.709119081582339e-07,285.5
1,client_1,fc1,fc1.weight,87,20,20,1.0,1.5694788089604117e-06,6.841199522287013e-06,278.85
1,client_1,fc1,fc1.weight,88,20,20,1.0,6.56558631817461e-07,2.8618727266016408e-06,278.35
1,client_1,fc1,fc1.weight,89,20,20,1.0,4.792560048372252e-07,2.0890284931705045e-06,278.05
1,client_1,fc1,fc1.weight,90,20,20,1.0,9.583653081790545e-07,4.1774175293477125e-06,273.5
1,client_1,fc1,fc1.weight,91,20,20,1.0,7.592440397274913e-07,3.309468042657715e-06,267.5
1,client_1,fc1,fc1.weight,92,20,20,1.0,1.0596208994684276e-07,4.6187804192465467e-07,269.0
1,client_1,fc1,fc1.weight,93,20,20,1.0,3.564193491456536e-08,1.5535959244484438e-07,265.1
1,client_1,fc1,fc1.weight,94,20,20,1.0,1.435114711512142e-08,6.255519999869954e-08,263.5
1,client_1,fc1,fc1.weight,95,20,20,1.0,1.2211353705993133e-09,5.322805676825495e-09,261.75
1,client_1,fc1,fc1.weight,96,20,20,1.0,1.7537553276270047e-08,7.644442244822178e-08,259.0
1,client_1,fc1,fc1.weight,97,20,20,1.0,1.1378036106179934e-06,4.959570956279535e-06,248.0
1,client_1,fc1,fc1.weight,98,20,20,1.0,6.934168794714424e-09,3.0225341033613405e-08,253.8
1,client_1,fc1,fc1.weight,99,20,20,1.0,6.528022822749335e-07,2.8454991785491487e-06,242.5
1,client_1,fc1,fc1.weight,100,20,20,1.0,4.341702606325271e-08,1.892504290387901e-07,246.9
1,client_1,fc1,fc1.weight,101,20,20,1.0,2.2096007796790217e-07,9.631426504189538e-07,239.7
1,client_1,fc1,fc1.weight,102,20,20,1.0,5.832772487224247e-10,2.5424465832474876e-09,243.95
1,client_1,fc1,fc1.weight,103,20,20,1.0,2.858256076265775e-10,1.2458849391203597e-09,243.35
1,client_1,fc1,fc1.weight,104,20,20,1.0,3.491031019819957e-10,1.521705142416093e-09,250.1
1,client_1,fc1,fc1.weight,105,20,20,1.0,2.2661994947270612e-09,9.878134583418196e-09,241.7
1,client_1,fc1,fc1.weight,106,20,20,1.0,1.729808104755648e-07,7.540058720347488e-07,236.0
1,client_1,fc1,fc1.weight,107,20,20,1.0,1.6128469724208116e-07,7.03023696417785e-07,233.85
1,client_1,fc1,fc1.weight,108,20,20,1.0,1.2482379361244966e-07,5.440943021060459e-07,231.65
1,client_1,fc1,fc1.weight,109,20,20,1.0,2.5208717033819996e-07,1.0988225004673376e-06,227.65
1,client_1,fc1,fc1.weight,110,20,20,1.0,1.170950802986681e-09,5.104056218076748e-09,227.0
1,client_1,fc1,fc1.weight,111,20,20,1.0,4.2022193156299183e-07,1.8317049335425464e-06,217.9
1,client_1,fc1,fc1.weight,112,20,20,1.0,3.6850904550078666e-10,1.6062936891185608e-09,224.6
1,client_1,fc1,fc1.weight,113,20,20,1.0,1.4719157448439546e-09,6.4159319851811975e-09,221.8
1,client_1,fc1,fc1.weight,114,20,20,1.0,2.9013262974331156e-07,1.2646588132747982e-06,214.8
1,client_1,fc1,fc1.weight,115,20,20,1.0,6.326061793515691e-07,2.7574664068528565e-06,209.9
1,client_1,fc1,fc1.weight,116,20,20,1.0,1.9285772978605564e-09,8.406473546180906e-09,216.9
1,client_1,fc1,fc1.weight,117,20,20,1.0,1.5042293171063649e-07,6.556783581177843e-07,211.25
1,client_1,fc1,fc1.weight,118,20,20,1.0,2.194612761741155e-07,9.5660952486344e-07,209.55
1,client_1,fc1,fc1.weight,119,20,20,1.0,2.944914285762934e-08,1.283658376902989e-07,212.2
1,client_1,fc1,fc1.weight,120,20,20,1.0,4.185381371123718e-06,1.221605933234492e-05,56.45
1,client_1,fc1,fc1.weight,121,20,20,1.0,8.343286859422418e-07,2.711937879453673e-06,96.75
1,client_1,fc1,fc1.weight,122,20,20,1.0,6.862235135497719e-07,2.0095684219333785e-06,80.65
1,client_1,fc1,fc1.weight,123,20,20,1.0,4.604399667661161e-08,1.368304366464787e-07,154.1
1,client_1,fc1,fc1.weight,124,20,20,1.0,5.902513912317553e-07,1.7734234081583965e-06,89.0
1,client_1,fc1,fc1.weight,125,20,20,1.0,6.290321962008211e-08,2.384801494362748e-07,105.85
1,client_1,fc1,fc1.weight,126,20,20,1.0,5.262809614786646e-06,1.5434975840864185e-05,43.8
1,client_1,fc1,fc1.weight,127,20,20,1.0,9.137243729306909e-07,2.5968291758134412e-06,52.7
1,client_1,fc1,fc1.weight,128,20,20,1.0,3.749050163254783e-08,1.0896674657766561e-07,132.1
1,client_1,fc1,fc1.weight,129,20,20,1.0,5.073172625130739e-07,1.6199955427139354e-06,74.5
1,client_1,fc1,fc1.weight,130,20,20,1.0,7.871388682759161e-07,2.207938899483266e-06,66.95
1,client_1,fc1,fc1.weight,131,20,20,1.0,1.1547666890678737e-07,3.910436178071329e-07,123.25
1,client_1,fc1,fc1.weight,132,20,20,1.0,4.5232534828885256e-08,1.7041813816284614e-07,126.65
1,client_1,fc1,fc1.weight,133,20,20,1.0,7.311329769485452e-07,2.943657464379259e-06,118.5
1,client_1,fc1,fc1.weight,134,20,20,1.0,5.784802518249421e-06,1.659193101204556e-05,33.95
1,client_1,fc1,fc1.weight,135,20,20,1.0,1.8145502282162757e-06,6.158839754659187e-06,102.0
1,client_1,fc1,fc1.weight,136,20,20,1.0,7.33299188149239e-07,1.4157587088430138e-06,36.0
1,client_1,fc1,fc1.weight,137,20,20,1.0,6.755078904302145e-07,2.8210943474200592e-06,91.1
1,client_1,fc1,fc1.weight,138,20,20,1.0,2.418711699441259e-07,7.744977356832553e-07,114.95
1,client_1,fc1,fc1.weight,139,20,20,1.0,6.694063922241863e-07,2.137264079936256e-06,100.75
1,client_1,fc1,fc1.weight,140,20,20,1.0,0.0,0.0,216.6
1,client_1,fc1,fc1.weight,141,20,20,1.0,0.0,0.0,215.6
1,client_1,fc1,fc1.weight,142,20,20,1.0,0.0,0.0,214.6
1,client_1,fc1,fc1.weight,143,20,20,1.0,0.0,0.0,212.15
1,client_1,fc1,fc1.weight,144,20,20,1.0,0.0,0.0,211.9
1,client_1,fc1,fc1.weight,145,20,20,1.0,0.0,0.0,212.8
1,client_1,fc1,fc1.weight,146,20,20,1.0,0.0,0.0,209.25
1,client_1,fc1,fc1.weight,147,20,20,1.0,0.0,0.0,211.45
1,client_1,fc1,fc1.weight,148,20,20,1.0,0.0,0.0,210.45
1,client_1,fc1,fc1.weight,149,20,20,1.0,0.0,0.0,209.35
1,client_1,fc1,fc1.weight,150,20,20,1.0,0.0,0.0,207.3
1,client_1,fc1,fc1.weight,151,20,20,1.0,0.0,0.0,205.0
1,client_1,fc1,fc1.weight,152,20,20,1.0,0.0,0.0,206.05
1,client_1,fc1,fc1.weight,153,20,20,1.0,0.0,0.0,203.95
1,client_1,fc1,fc1.weight,154,20,20,1.0,0.0,0.0,202.75
1,client_1,fc1,fc1.weight,155,20,20,1.0,0.0,0.0,201.7
1,client_1,fc1,fc1.weight,156,20,20,1.0,0.0,0.0,200.6
1,client_1,fc1,fc1.weight,157,20,20,1.0,0.0,0.0,199.6
1,client_1,fc1,fc1.weight,158,20,20,1.0,0.0,0.0,198.5
1,client_1,fc1,fc1.weight,159,20,20,1.0,0.0,0.0,201.55
1,client_1,fc1,fc1.weight,160,20,20,1.0,3.901764527192153e-06,1.2838456927901167e-05,36.45
1,client_1,fc1,fc1.weight,161,20,20,1.0,6.764363643365662e-10,2.3780024504564616e-09,182.05
1,client_1,fc1,fc1.weight,162,20,20,1.0,8.138917471278836e-07,3.023106509240641e-06,119.95
1,client_1,fc1,fc1.weight,163,20,20,1.0,2.905302946852595e-07,9.000895317808e-07,120.35
1,client_1,fc1,fc1.weight,164,20,20,1.0,7.571765726807861e-08,3.1221514726553196e-07,158.1
1,client_1,fc1,fc1.weight,165,20,20,1.0,1.898692561447951e-06,8.078104413012566e-06,92.75
1,client_1,fc1,fc1.weight,166,20,20,1.0,6.970766031683118e-06,2.3118790615352318e-05,40.95
1,client_1,fc1,fc1.weight,167,20,20,1.0,2.80720871139728e-06,1.014390775081665e-05,46.6
1,client_1,fc1,fc1.weight,168,20,20,1.0,2.88672734525576e-07,1.1130047975463398e-06,105.6
1,client_1,fc1,fc1.weight,169,20,20,1.0,3.594072174817331e-06,1.0894668342468326e-05,32.7
1,client_1,fc1,fc1.weight,170,20,20,1.0,2.90966442797469e-06,7.628163332652111e-06,30.4
1,client_1,fc1,fc1.weight,171,20,20,1.0,1.5850229422847856e-09,5.555150275572627e-09,176.1
1,client_1,fc1,fc1.weight,172,20,20,1.0,9.555093466930307e-08,4.0986746812350056e-07,156.9
1,client_1,fc1,fc1.weight,173,20,20,1.0,9.756146539618988e-07,4.223269597492144e-06,126.3
1,client_1,fc1,fc1.weight,174,20,20,1.0,1.622988270394291e-07,6.651853135894304e-07,126.55
1,client_1,fc1,fc1.weight,175,20,20,1.0,5.065378134370393e-08,1.5649644972757162e-07,146.75
1,client_1,fc1,fc1.weight,176,20,20,1.0,1.6665460770504127e-06,6.8329075847751815e-06,46.9
1,client_1,fc1,fc1.weight,177,20,20,1.0,8.52908191430017e-09,2.8804772547444295e-08,137.65
1,client_1,fc1,fc1.weight,178,20,20,1.0,2.293922721245678e-06,8.4811142835645e-06,51.4
1,client_1,fc1,fc1.weight,179,20,20,1.0,7.41152518499849e-08,2.498615081266112e-07,139.3
1,client_1,fc1,fc1.weight,180,20,20,1.0,4.662172333969039e-06,1.4521095778851657e-05,31.95
1,client_1,fc1,fc1.weight,181,20,20,1.0,2.9631111225773724e-07,1.2401388868773786e-06,116.95
1,client_1,fc1,fc1.weight,182,20,20,1.0,4.271242517436824e-07,1.5687011986463412e-06,70.55
1,client_1,fc1,fc1.weight,183,20,20,1.0,6.72336052963136e-08,2.554312686407772e-07,163.75
1,client_1,fc1,fc1.weight,184,20,20,1.0,1.88437896486357e-08,7.573211988789601e-08,145.2
1,client_1,fc1,fc1.weight,185,20,20,1.0,1.4682845113632333e-07,4.4128840743328694e-07,130.2
1,client_1,fc1,fc1.weight,186,20,20,1.0,2.927104767493083e-07,9.481073158070662e-07,101.3
1,client_1,fc1,fc1.weight,187,20,20,1.0,1.121644729451532e-06,4.2413872061079265e-06,42.4
1,client_1,fc1,fc1.weight,188,20,20,1.0,5.1691607822097754e-08,2.1884016789736512e-07,131.45
1,client_1,fc1,fc1.weight,189,20,20,1.0,3.302452271355949e-07,8.988604703450944e-07,78.7
1,client_1,fc1,fc1.weight,190,20,20,1.0,1.3752943413825047e-07,1.4906922224584724e-07,73.25
1,client_1,fc1,fc1.weight,191,20,20,1.0,1.4897195797234157e-07,5.798857311811761e-07,116.25
1,client_1,fc1,fc1.weight,192,20,20,1.0,1.3712734783057676e-07,4.897982208368228e-07,126.5
1,client_1,fc1,fc1.weight,193,20,20,1.0,4.682048474945153e-07,1.6065083307995884e-06,122.4
1,client_1,fc1,fc1.weight,194,20,20,1.0,2.4648818446940914e-08,8.690122168066206e-08,126.0
1,client_1,fc1,fc1.weight,195,20,20,1.0,2.4574927423713646e-06,8.504603557586295e-06,87.8
1,client_1,fc1,fc1.weight,196,20,20,1.0,1.321824779574321e-05,3.093874022581774e-05,10.15
1,client_1,fc1,fc1.weight,197,20,20,1.0,8.651551274013562e-07,3.109452372941537e-06,78.75
1,client_1,fc1,fc1.weight,198,20,20,1.0,1.947059874590773e-08,7.756320287363031e-08,144.6
1,client_1,fc1,fc1.weight,199,20,20,1.0,4.5498728357120865e-07,1.5180890827889198e-06,107.25
1,client_1,fc1,fc1.weight,200,20,20,1.0,3.2498715820838965e-06,1.3204478551921322e-05,85.45
1,client_1,fc1,fc1.weight,201,20,20,1.0,5.97735744724227e-08,2.462306003060483e-07,130.4
1,client_1,fc1,fc1.weight,202,20,20,1.0,6.406909731694957e-07,1.1725232379870055e-06,47.0
1,client_1,fc1,fc1.weight,203,20,20,1.0,3.894911054806715e-06,1.6636024055594882e-05,79.75
1,client_1,fc1,fc1.weight,204,20,20,1.0,1.3608919004399513e-09,5.624455538092337e-09,171.8
1,client_1,fc1,fc1.weight,205,20,20,1.0,8.598145243010613e-09,7.2314763019235605e-09,100.2
1,client_1,fc1,fc1.weight,206,20,20,1.0,8.07069490901674e-06,2.6171811690404625e-05,46.6
1,client_1,fc1,fc1.weight,207,20,20,1.0,8.072647824038758e-09,1.3060468228597805e-08,134.8
1,client_1,fc1,fc1.weight,208,20,20,1.0,1.0559326186158208e-06,4.398886641852836e-06,86.1
1,client_1,fc1,fc1.weight,209,20,20,1.0,5.2798063700425104e-09,2.150823172048307e-08,161.5
1,client_1,fc1,fc1.weight,210,20,20,1.0,1.4059441542535466e-06,1.0730344541509082e-06,33.15
1,client_1,fc1,fc1.weight,211,20,20,1.0,1.5383891707423935e-06,6.37479676458411e-06,77.15
1,client_1,fc1,fc1.weight,212,20,20,1.0,2.397542722505641e-06,9.4888088643631e-06,52.1
1,client_1,fc1,fc1.weight,213,20,20,1.0,1.5932261267503912e-07,6.417190392456227e-07,121.35
1,client_1,fc1,fc1.weight,214,20,20,1.0,7.74117603424343e-06,1.8150440499362224e-05,30.35
1,client_1,fc1,fc1.weight,215,20,20,1.0,9.299192550381308e-06,3.2683138423571256e-05,42.95
1,client_1,fc1,fc1.weight,216,20,20,1.0,2.1272025298912924e-05,3.550852859028104e-05,17.35
1,client_1,fc1,fc1.weight,217,20,20,1.0,3.1165685887657445e-05,5.423306717635753e-05,24.9
1,client_1,fc1,fc1.weight,218,20,20,1.0,4.631431517469753e-06,1.7294091370269685e-05,52.6
1,client_1,fc1,fc1.weight,219,20,20,1.0,8.73643216170786e-07,3.7285506533169362e-06,106.25
1,client_1,fc1,fc1.weight,220,20,20,1.0,1.1087707640911048e-09,3.3993292660554428e-09,224.55
1,client_1,fc1,fc1.weight,221,20,20,1.0,5.223739591997401e-08,2.0943506501281785e-07,221.3
1,client_1,fc1,fc1.weight,222,20,20,1.0,1.8821732510332368e-07,5.956711974695423e-07,216.9
1,client_1,fc1,fc1.weight,223,20,20,1.0,1.2132783098195432e-07,4.489411620620288e-07,220.2
1,client_1,fc1,fc1.weight,224,20,20,1.0,1.2952927974652085e-08,3.948340356546588e-08,225.35
1,client_1,fc1,fc1.weight,225,20,20,1.0,6.602875384231766e-07,2.8636538871926e-06,219.25
1,client_1,fc1,fc1.weight,226,20,20,1.0,2.987075959026697e-07,1.0541782126809666e-06,220.4
1,client_1,fc1,fc1.weight,227,20,20,1.0,6.47427199851336e-08,2.298757024585536e-07,225.5
1,client_1,fc1,fc1.weight,228,20,20,1.0,6.090735269026482e-07,2.4020225639689543e-06,219.3
1,client_1,fc1,fc1.weight,229,20,20,1.0,2.0331912878646107e-06,8.676730622799428e-06,217.65
1,client_1,fc1,fc1.weight,230,20,20,1.0,4.130103354782477e-06,1.7873813640411373e-05,217.95
1,client_1,fc1,fc1.weight,231,20,20,1.0,4.5029167061727547e-10,1.386481174740788e-09,235.2
1,client_1,fc1,fc1.weight,232,20,20,1.0,5.059011579078288e-06,2.1801359193129352e-05,218.6
1,client_1,fc1,fc1.weight,233,20,20,1.0,1.7839760744209343e-07,5.513748229164596e-07,226.9
1,client_1,fc1,fc1.weight,234,20,20,1.0,9.581626301269352e-08,3.620695694662505e-07,230.65
1,client_1,fc1,fc1.weight,235,20,20,1.0,6.121185869290002e-09,1.9923539448783922e-08,236.15
1,client_1,fc1,fc1.weight,236,20,20,1.0,6.689317224584102e-08,2.7004761174981477e-07,233.85
1,client_1,fc1,fc1.weight,237,20,20,1.0,3.939835355737387e-08,1.6846071673577392e-07,236.3
1,client_1,fc1,fc1.weight,238,20,20,1.0,3.486786748219117e-10,1.1511332634121916e-09,241.75
1,client_1,fc1,fc1.weight,239,20,20,1.0,7.79730385147559e-08,2.5007366750050015e-07,235.4
1,client_1,fc1,fc1.weight,240,20,20,1.0,5.243150403423658e-06,1.511167367980651e-05,53.3
1,client_1,fc1,fc1.weight,241,20,20,1.0,1.8862799513807505e-07,7.314340577562129e-07,141.9
1,client_1,fc1,fc1.weight,242,20,20,1.0,1.1367983594906539e-05,4.026085154300039e-05,34.75
1,client_1,fc1,fc1.weight,243,20,20,1.0,2.8240086005980563e-06,1.058609445458614e-05,88.65
1,client_1,fc1,fc1.weight,244,20,20,1.0,6.201127609686772e-10,2.3491612670945337e-09,174.8
1,client_1,fc1,fc1.weight,245,20,20,1.0,1.1237448008005573e-06,4.770275093214935e-06,105.8
1,client_1,fc1,fc1.weight,246,20,20,1.0,3.842131037425263e-07,1.5543831629528464e-06,145.25
