round,client_id,client_name,ref_client_ids,aggregation_client_ids,num_refs,importance_values_for_refs
2,6,client_6,"[6, 7, 2, 9, 1]","[6, 7, 2, 9, 1]",5,"[1.0, 0.015414303168654442, 0.008125727996230125, 0.006159886717796326, -0.006973208859562874]"
2,7,client_7,"[7, 4, 9, 2, 6]","[7, 4, 9, 2, 6]",5,"[1.0, 0.012948211282491684, 6.278418004512787e-05, -0.0015890616923570633, -0.002660740166902542]"
2,8,client_8,"[8, 4, 2, 3, 9]","[8, 4, 2, 3, 9]",5,"[1.0, 0.028917869552969933, 0.010716641321778297, 0.0034709516912698746, 8.03731381893158e-06]"
2,9,client_9,"[9, 4, 2, 7, 8]","[9, 4, 2, 7, 8]",5,"[1.0, 0.03318631276488304, 0.016959939152002335, 0.009925935417413712, 0.00906788744032383]"
3,1,client_1,"[1, 2, 4, 9, 8]","[1, 2, 4, 9, 8]",5,"[1.0, 0.12655140459537506, 0.10244283080101013, 0.07810546457767487, 0.06099020689725876]"
3,2,client_2,"[2, 7, 9, 1, 6]","[2, 7, 9, 1, 6]",5,"[1.0, 0.0038395673036575317, -0.028327520936727524, -0.032602399587631226, -0.03369225189089775]"
3,3,client_3,"[3, 4, 2, 8, 6]","[3, 4, 2, 8, 6]",5,"[1.0, 0.0493343211710453, 0.02892974764108658, 0.0285156462341547, 0.022272726520895958]"
3,4,client_4,"[4, 9, 2, 3, 6]","[4, 9, 2, 3, 6]",5,"[1.0, 0.007704129442572594, -0.0028990618884563446, -0.019710315391421318, -0.0205511637032032]"
3,5,client_5,"[5, 9, 7, 2, 6]","[5, 9, 7, 2, 6]",5,"[1.0, 0.1292116641998291, 0.12873297929763794, 0.0861201286315918, 0.07519961893558502]"
3,6,client_6,"[6, 7, 9, 2, 8]","[6, 7, 9, 2, 8]",5,"[1.0, 0.04077175259590149, 0.035017143934965134, 0.02189958654344082, -0.007790030911564827]"
3,7,client_7,"[7, 9, 4, 2, 6]","[7, 9, 4, 2, 6]",5,"[1.0, 0.04245541989803314, 0.011245500296354294, 0.004640517756342888, -0.00011603161692619324]"
3,8,client_8,"[8, 4, 2, 3, 9]","[8, 4, 2, 3, 9]",5,"[1.0, 0.06263956427574158, 0.02426980994641781, 0.018004311248660088, 0.00733616016805172]"
3,9,client_9,"[9, 4, 8, 2, 6]","[9, 4, 8, 2, 6]",5,"[1.0, 0.0485430546104908, 0.011010034009814262, 0.010740827769041061, 0.007907548919320107]"
4,1,client_1,"[1, 2, 9, 4, 8]","[1, 2, 9, 4, 8]",5,"[1.0, 0.176579549908638, 0.16634565591812134, 0.14612513780593872, 0.11980907618999481]"
4,2,client_2,"[2, 9, 7, 3, 4]","[2, 9, 7, 3, 4]",5,"[1.0, 0.022256147116422653, 0.018201734870672226, -0.035086773335933685, -0.03766608610749245]"
4,3,client_3,"[3, 8, 4, 2, 6]","[3, 8, 4, 2, 6]",5,"[1.0, 0.05695226043462753, 0.034381888806819916, 0.005780696868896484, 0.004858711734414101]"
4,4,client_4,"[4, 9, 2, 6, 3]","[4, 9, 2, 6, 3]",5,"[1.0, 0.08957244455814362, 0.01728833094239235, -0.016570962965488434, -0.019517531618475914]"
4,5,client_5,"[5, 9, 7, 2, 6]","[5, 9, 7, 2, 6]",5,"[1.0, 0.2819896340370178, 0.18603630363941193, 0.14393679797649384, 0.14032229781150818]"
4,6,client_6,"[6, 9, 7, 2, 4]","[6, 9, 7, 2, 4]",5,"[1.0, 0.08352598547935486, 0.03440890833735466, 0.0005223918706178665, -0.010640449821949005]"
4,7,client_7,"[7, 9, 6, 4, 8]","[7, 9, 6, 4, 8]",5,"[1.0, 0.12612423300743103, 0.02090569958090782, 0.0047150589525699615, -0.003399847075343132]"
4,8,client_8,"[8, 4, 3, 9, 2]","[8, 4, 3, 9, 2]",5,"[1.0, 0.05245143920183182, 0.03392540663480759, 0.03265402466058731, 0.01099400408565998]"
4,9,client_9,"[9, 4, 3, 8, 5]","[9, 4, 3, 8, 5]",5,"[1.0, 0.0179815124720335, 0.00443485751748085, -0.0019043628126382828, -0.0021327510476112366]"
5,1,client_1,"[1, 9, 2, 4, 8]","[1, 9, 2, 4, 8]",5,"[1.0, 0.2729027271270752, 0.2156607210636139, 0.20936691761016846, 0.18465785682201385]"
5,2,client_2,"[2, 9, 7, 3, 5]","[2, 9, 7, 3, 5]",5,"[1.0, 0.10898204147815704, 0.047610700130462646, -0.032044071704149246, -0.04119154065847397]"
5,3,client_3,"[3, 8, 6, 7, 4]","[3, 8, 6, 7, 4]",5,"[1.0, 0.040676239877939224, 0.010962845757603645, 0.0024796947836875916, 0.00018346309661865234]"
5,4,client_4,"[4, 9, 6, 2, 3]","[4, 9, 6, 2, 3]",5,"[1.0, 0.16021791100502014, 0.026385456323623657, 0.01971196010708809, -5.826540291309357e-05]"
5,5,client_5,"[5, 9, 6, 7, 2]","[5, 9, 6, 7, 2]",5,"[1.0, 0.4062768816947937, 0.26917049288749695, 0.23771844804286957, 0.1859799325466156]"
5,6,client_6,"[6, 9, 3, 5, 8]","[6, 9, 3, 5, 8]",5,"[1.0, 0.0648745596408844, -0.013940198346972466, -0.018115786835551262, -0.02829229272902012]"
5,7,client_7,"[7, 9, 6, 4, 8]","[7, 9, 6, 4, 8]",5,"[1.0, 0.2035384476184845, 0.10982437431812286, 0.030957570299506187, 0.01872340589761734]"
5,8,client_8,"[8, 3, 4, 9, 2]","[8, 3, 4, 9, 2]",5,"[1.0, 0.09461557120084763, 0.07629579305648804, 0.06754915416240692, 0.011781260371208191]"
5,9,client_9,"[9, 3, 4, 8, 6]","[9, 3, 4, 8, 6]",5,"[1.0, 0.04574928060173988, 0.034502848982810974, 0.002550637349486351, -0.003439372405409813]"
6,1,client_1,"[1, 9, 4, 2, 8]","[1, 9, 4, 2, 8]",5,"[1.0, 0.3684200048446655, 0.30765026807785034, 0.2551051676273346, 0.24463099241256714]"
6,2,client_2,"[2, 9, 7, 3, 4]","[2, 9, 7, 3, 4]",5,"[1.0, 0.1898784041404724, 0.08003439009189606, 0.01998867839574814, -0.04507339745759964]"
6,3,client_3,"[3, 6, 8, 9, 5]","[3, 6, 8, 9, 5]",5,"[1.0, 0.05712504684925079, 0.0017187073826789856, -0.004325874149799347, -0.013677166774868965]"
6,4,client_4,"[4, 9, 6, 3, 2]","[4, 9, 6, 3, 2]",5,"[1.0, 0.19324922561645508, 0.09730042517185211, 0.0272683072835207, 0.005434790626168251]"
6,5,client_5,"[5, 9, 6, 7, 2]","[5, 9, 6, 7, 2]",5,"[1.0, 0.5020908713340759, 0.4544000029563904, 0.29684513807296753, 0.22796329855918884]"
6,6,client_6,"[6, 9, 1, 7, 2]","[6, 9, 1, 7, 2]",5,"[1.0, -0.011321216821670532, -0.03080134280025959, -0.03218473866581917, -0.08621469140052795]"
6,7,client_7,"[7, 9, 6, 4, 8]","[7, 9, 6, 4, 8]",5,"[1.0, 0.2569798529148102, 0.24046024680137634, 0.07966910302639008, 0.030912447720766068]"
6,8,client_8,"[8, 3, 4, 9, 2]","[8, 3, 4, 9, 2]",5,"[1.0, 0.19416934251785278, 0.129922017455101, 0.0995684564113617, 0.024562615901231766]"
6,9,client_9,"[9, 3, 6, 4, 8]","[9, 3, 6, 4, 8]",5,"[1.0, 0.12015239894390106, 0.10657230019569397, 0.08712665736675262, 0.01737450808286667]"
7,1,client_1,"[1, 9, 4, 8, 2]","[1, 9, 4, 8, 2]",5,"[1.0, 0.4557177424430847, 0.43833690881729126, 0.307111918926239, 0.2964116632938385]"
7,2,client_2,"[2, 9, 7, 3, 4]","[2, 9, 7, 3, 4]",5,"[1.0, 0.2613027095794678, 0.11375795304775238, 0.09051667898893356, 0.00047305598855018616]"
7,3,client_3,"[3, 6, 1, 4, 2]","[3, 6, 1, 4, 2]",5,"[1.0, 0.13487596809864044, -0.019796308130025864, -0.02773735672235489, -0.04731627553701401]"
7,4,client_4,"[4, 9, 6, 3, 2]","[4, 9, 6, 3, 2]",5,"[1.0, 0.20720678567886353, 0.19157446920871735, 0.057666778564453125, -0.017969327047467232]"
7,5,client_5,"[5, 6, 9, 7, 2]","[5, 6, 9, 7, 2]",5,"[1.0, 0.6794878244400024, 0.5914039611816406, 0.3590468168258667, 0.27316832542419434]"
7,6,client_6,"[6, 3, 9, 4, 8]","[6, 3, 9, 4, 8]",5,"[1.0, -0.09152425825595856, -0.10678070038557053, -0.11284244805574417, -0.14030522108078003]"
7,7,client_7,"[7, 6, 9, 4, 8]","[7, 6, 9, 4, 8]",5,"[1.0, 0.40193575620651245, 0.3125219941139221, 0.1561252772808075, 0.05104006081819534]"
7,8,client_8,"[8, 3, 4, 9, 2]","[8, 3, 4, 9, 2]",5,"[1.0, 0.31049567461013794, 0.20373915135860443, 0.12928687036037445, 0.04128508269786835]"
7,9,client_9,"[9, 6, 3, 4, 8]","[9, 6, 3, 4, 8]",5,"[1.0, 0.23753131926059723, 0.21018722653388977, 0.16223368048667908, 0.038282155990600586]"
8,1,client_1,"[1, 4, 9, 8, 2]","[1, 4, 9, 8, 2]",5,"[1.0, 0.5912443399429321, 0.5429338216781616, 0.3762010931968689, 0.34156593680381775]"
8,2,client_2,"[2, 9, 3, 7, 4]","[2, 9, 3, 7, 4]",5,"[1.0, 0.3333502411842346, 0.17229001224040985, 0.14204180240631104, 0.05932845547795296]"
8,3,client_3,"[3, 6, 4, 8, 9]","[3, 6, 4, 8, 9]",5,"[1.0, 0.23195570707321167, -0.029163852334022522, -0.051405590027570724, -0.053596802055835724]"
8,4,client_4,"[4, 6, 9, 3, 1]","[4, 6, 9, 3, 1]",5,"[1.0, 0.30642756819725037, 0.22149477899074554, 0.08793036639690399, -0.022961314767599106]"
8,5,client_5,"[5, 6, 9, 7, 2]","[5, 6, 9, 7, 2]",5,"[1.0, 0.9297622442245483, 0.6842392683029175, 0.4197734296321869, 0.32330721616744995]"
8,6,client_6,"[6, 3, 7, 5, 1]","[6, 3, 7, 5, 1]",5,"[1.0, -0.15542899072170258, -0.1619095504283905, -0.17382803559303284, -0.18231439590454102]"
8,7,client_7,"[7, 6, 9, 4, 8]","[7, 6, 9, 4, 8]",5,"[1.0, 0.5846299529075623, 0.3807968497276306, 0.25871479511260986, 0.08689440786838531]"
8,8,client_8,"[8, 3, 4, 9, 2]","[8, 3, 4, 9, 2]",5,"[1.0, 0.43774673342704773, 0.28925782442092896, 0.15814493596553802, 0.06118238717317581]"
8,9,client_9,"[9, 6, 3, 4, 8]","[9, 6, 3, 4, 8]",5,"[1.0, 0.3827582001686096, 0.31179362535476685, 0.2534361183643341, 0.0655970349907875]"
9,1,client_1,"[1, 4, 9, 8, 2]","[1, 4, 9, 8, 2]",5,"[1.0, 0.7598669528961182, 0.6316355466842651, 0.45461851358413696, 0.391582190990448]"
9,2,client_2,"[2, 9, 3, 7, 4]","[2, 9, 3, 7, 4]",5,"[1.0, 0.4099918603897095, 0.262712687253952, 0.1643180400133133, 0.12785999476909637]"
9,3,client_3,"[3, 6, 4, 7, 8]","[3, 6, 4, 7, 8]",5,"[1.0, 0.34765568375587463, -0.017752274870872498, -0.061683908104896545, -0.08362512290477753]"
9,4,client_4,"[4, 6, 9, 3, 5]","[4, 6, 9, 3, 5]",5,"[1.0, 0.43689221143722534, 0.2453911006450653, 0.12146332859992981, -0.024905342608690262]"
9,5,client_5,"[5, 6, 9, 7, 2]","[5, 6, 9, 7, 2]",5,"[1.0, 1.1952521800994873, 0.78572016954422, 0.4785863757133484, 0.37988704442977905]"
9,6,client_6,"[6, 9, 3, 4, 2]","[6, 9, 3, 4, 2]",5,"[1.0, -0.182749941945076, -0.20037934184074402, -0.22152414917945862, -0.23756849765777588]"
9,7,client_7,"[7, 6, 9, 4, 8]","[7, 6, 9, 4, 8]",5,"[1.0, 0.7772331237792969, 0.46604210138320923, 0.3876068890094757, 0.14369720220565796]"
9,8,client_8,"[8, 3, 4, 9, 2]","[8, 3, 4, 9, 2]",5,"[1.0, 0.5685471892356873, 0.3809225261211395, 0.1857190877199173, 0.08281286060810089]"
9,9,client_9,"[9, 6, 3, 4, 8]","[9, 6, 3, 4, 8]",5,"[1.0, 0.5375230312347412, 0.4188709557056427, 0.35750502347946167, 0.10080955922603607]"
10,1,client_1,"[1, 4, 9, 8, 2]","[1, 4, 9, 8, 2]",5,"[1.0, 0.9414230585098267, 0.7251009345054626, 0.5443021655082703, 0.44590646028518677]"
10,2,client_2,"[2, 9, 3, 4, 7]","[2, 9, 3, 4, 7]",5,"[1.0, 0.49612054228782654, 0.365790992975235, 0.2066211849451065, 0.1826435923576355]"
10,3,client_3,"[3, 6, 4, 9, 2]","[3, 6, 4, 9, 2]",5,"[1.0, 0.48132607340812683, 0.0029749795794487, -0.08515335619449615, -0.09745269268751144]"
10,4,client_4,"[4, 6, 9, 3, 7]","[4, 6, 9, 3, 7]",5,"[1.0, 0.5823116302490234, 0.2784215807914734, 0.15977802872657776, -0.030440151691436768]"
10,5,client_5,"[5, 6, 9, 7, 2]","[5, 6, 9, 7, 2]",5,"[1.0, 1.4769707918167114, 0.8957796692848206, 0.5348838567733765, 0.44084835052490234]"
10,6,client_6,"[6, 3, 9, 8, 7]","[6, 3, 9, 8, 7]",5,"[1.0, -0.2231588363647461, -0.22597837448120117, -0.24054685235023499, -0.29322299361228943]"
10,7,client_7,"[7, 6, 9, 4, 8]","[7, 6, 9, 4, 8]",5,"[1.0, 0.9748093485832214, 0.5656363368034363, 0.5421335697174072, 0.22108420729637146]"
10,8,client_8,"[8, 3, 4, 9, 2]","[8, 3, 4, 9, 2]",5,"[1.0, 0.7115436792373657, 0.47880613803863525, 0.2138042449951172, 0.10757693648338318]"
10,9,client_9,"[9, 6, 3, 4, 8]","[9, 6, 3, 4, 8]",5,"[1.0, 0.7000823020935059, 0.5376644134521484, 0.4720667004585266, 0.14137807488441467]"
11,1,client_1,"[1, 4, 9, 8, 2]","[1, 4, 9, 8, 2]",5,"[1.0, 1.1345112323760986, 0.8243509531021118, 0.6442430019378662, 0.5014904737472534]"
11,2,client_2,"[2, 9, 3, 4, 7]","[2, 9, 3, 4, 7]",5,"[1.0, 0.5917485356330872, 0.4890175759792328, 0.29588979482650757, 0.19981516897678375]"
11,3,client_3,"[3, 6, 4, 1, 9]","[3, 6, 4, 1, 9]",5,"[1.0, 0.6228808164596558, 0.03260773792862892, -0.10423783957958221, -0.10533452033996582]"
11,4,client_4,"[4, 6, 9, 3, 8]","[4, 6, 9, 3, 8]",5,"[1.0, 0.727271556854248, 0.31468459963798523, 0.2001025378704071, -0.03743450716137886]"
11,5,client_5,"[5, 6, 9, 7, 2]","[5, 6, 9, 7, 2]",5,"[1.0, 1.7806438207626343, 1.0121642351150513, 0.5914716720581055, 0.5065521001815796]"
11,6,client_6,"[6, 3, 9, 8, 4]","[6, 3, 9, 8, 4]",5,"[1.0, -0.19805923104286194, -0.2509261965751648, -0.28335335850715637, -0.30061036348342896]"
11,7,client_7,"[7, 6, 4, 9, 8]","[7, 6, 4, 9, 8]",5,"[1.0, 1.1783088445663452, 0.7177442908287048, 0.6765066981315613, 0.3158019781112671]"
11,8,client_8,"[8, 3, 4, 9, 2]","[8, 3, 4, 9, 2]",5,"[1.0, 0.8724610209465027, 0.5821832418441772, 0.24396872520446777, 0.13871248066425323]"
11,9,client_9,"[9, 6, 3, 4, 8]","[9, 6, 3, 4, 8]",5,"[1.0, 0.8777214288711548, 0.6689289808273315, 0.5928259491920471, 0.18396735191345215]"
12,1,client_1,"[1, 4, 9, 8, 2]","[1, 4, 9, 8, 2]",5,"[1.0, 1.3397226333618164, 0.9303951263427734, 0.7537161111831665, 0.5606324672698975]"
12,2,client_2,"[2, 9, 3, 4, 7]","[2, 9, 3, 4, 7]",5,"[1.0, 0.6964929699897766, 0.6346019506454468, 0.3943145275115967, 0.21653684973716736]"
12,3,client_3,"[3, 6, 4, 8, 7]","[3, 6, 4, 8, 7]",5,"[1.0, 0.7929590344429016, 0.06799613684415817, -0.10841771960258484, -0.1132442057132721]"
12,4,client_4,"[4, 6, 9, 3, 8]","[4, 6, 9, 3, 8]",5,"[1.0, 0.8787904977798462, 0.3540591299533844, 0.24654024839401245, -0.03141895309090614]"
12,5,client_5,"[5, 6, 9, 7, 2]","[5, 6, 9, 7, 2]",5,"[1.0, 2.1102418899536133, 1.133042335510254, 0.6491805911064148, 0.5782325267791748]"
12,6,client_6,"[6, 3, 9, 8, 1]","[6, 3, 9, 8, 1]",5,"[1.0, -0.1549590528011322, -0.2610592842102051, -0.3032532036304474, -0.3192746639251709]"
12,7,client_7,"[7, 6, 4, 9, 8]","[7, 6, 4, 9, 8]",5,"[1.0, 1.390613317489624, 0.9084076285362244, 0.8013178110122681, 0.4245606064796448]"
12,8,client_8,"[8, 3, 4, 9, 2]","[8, 3, 4, 9, 2]",5,"[1.0, 1.059787392616272, 0.6898953914642334, 0.27847859263420105, 0.1810438632965088]"
12,9,client_9,"[9, 6, 3, 4, 8]","[9, 6, 3, 4, 8]",5,"[1.0, 1.0717586278915405, 0.8177726864814758, 0.7175577878952026, 0.22472301125526428]"
13,1,client_1,"[1, 4, 9, 8, 2]","[1, 4, 9, 8, 2]",5,"[1.0, 1.5590498447418213, 1.0399905443191528, 0.8695504665374756, 0.6232492327690125]"
13,2,client_2,"[2, 9, 3, 4, 7]","[2, 9, 3, 4, 7]",5,"[1.0, 0.8092375993728638, 0.8086920380592346, 0.5021094679832458, 0.2323392927646637]"
13,3,client_3,"[3, 6, 4, 8, 5]","[3, 6, 4, 8, 5]",5,"[1.0, 0.9733535051345825, 0.1105014830827713, -0.1176934689283371, -0.11866214126348495]"
13,4,client_4,"[4, 6, 9, 3, 8]","[4, 6, 9, 3, 8]",5,"[1.0, 1.0403757095336914, 0.3984336853027344, 0.3015063405036926, -0.023151924833655357]"
13,5,client_5,"[5, 6, 9, 7, 2]","[5, 6, 9, 7, 2]",5,"[1.0, 2.4663758277893066, 1.257375717163086, 0.7059852480888367, 0.656419038772583]"
13,6,client_6,"[6, 3, 9, 8, 4]","[6, 3, 9, 8, 4]",5,"[1.0, -0.056679390370845795, -0.2572251558303833, -0.30969732999801636, -0.33946481347084045]"
13,7,client_7,"[7, 6, 4, 9, 8]","[7, 6, 4, 9, 8]",5,"[1.0, 1.6087090969085693, 1.1187154054641724, 0.9352139234542847, 0.5472917556762695]"
13,8,client_8,"[8, 3, 4, 9, 2]","[8, 3, 4, 9, 2]",5,"[1.0, 1.2805774211883545, 0.8033140897750854, 0.3163912296295166, 0.2339954376220703]"
13,9,client_9,"[9, 6, 3, 4, 8]","[9, 6, 3, 4, 8]",5,"[1.0, 1.2815357446670532, 0.9900561571121216, 0.8470741510391235, 0.2632920742034912]"
14,1,client_1,"[1, 4, 9, 8, 2]","[1, 4, 9, 8, 2]",5,"[1.0, 1.7953979969024658, 1.1508582830429077, 0.9945068955421448, 0.6880496144294739]"
14,2,client_2,"[2, 3, 9, 4, 7]","[2, 3, 9, 4, 7]",5,"[1.0, 1.0226424932479858, 0.9231438636779785, 0.6160339117050171, 0.24688494205474854]"
14,3,client_3,"[3, 6, 4, 9, 8]","[3, 6, 4, 9, 8]",5,"[1.0, 1.1826398372650146, 0.15479201078414917, -0.12205927073955536, -0.12510345876216888]"
14,4,client_4,"[4, 6, 9, 3, 8]","[4, 6, 9, 3, 8]",5,"[1.0, 1.2186524868011475, 0.44514909386634827, 0.3707238733768463, -0.012235293164849281]"
14,5,client_5,"[5, 6, 9, 7, 2]","[5, 6, 9, 7, 2]",5,"[1.0, 2.8582067489624023, 1.375534176826477, 0.763343870639801, 0.7429232597351074]"
14,6,client_6,"[6, 3, 9, 8, 5]","[6, 3, 9, 8, 5]",5,"[1.0, 0.057550735771656036, -0.25372159481048584, -0.29571592807769775, -0.3464755713939667]"
14,7,client_7,"[7, 6, 4, 9, 8]","[7, 6, 4, 9, 8]",5,"[1.0, 1.8374232053756714, 1.3442025184631348, 1.072833776473999, 0.6836219429969788]"
14,8,client_8,"[8, 3, 4, 9, 2]","[8, 3, 4, 9, 2]",5,"[1.0, 1.5498418807983398, 0.9126827716827393, 0.3566604554653168, 0.2980961799621582]"
14,9,client_9,"[9, 6, 3, 4, 8]","[9, 6, 3, 4, 8]",5,"[1.0, 1.51564359664917, 1.1854894161224365, 0.9726423025131226, 0.298395037651062]"
15,1,client_1,"[1, 4, 9, 8, 2]","[1, 4, 9, 8, 2]",5,"[1.0, 2.0467705726623535, 1.2630800008773804, 1.1279782056808472, 0.7558470368385315]"
15,2,client_2,"[2, 3, 9, 4, 7]","[2, 3, 9, 4, 7]",5,"[1.0, 1.2762521505355835, 1.038800835609436, 0.7349546551704407, 0.2602214217185974]"
15,3,client_3,"[3, 6, 4, 2, 8]","[3, 6, 4, 2, 8]",5,"[1.0, 1.396101713180542, 0.2016206681728363, -0.12667307257652283, -0.13327740132808685]"
15,4,client_4,"[4, 6, 9, 3, 8]","[4, 6, 9, 3, 8]",5,"[1.0, 1.4041979312896729, 0.49270984530448914, 0.4574584364891052, 0.0008853822946548462]"
15,5,client_5,"[5, 6, 9, 2, 7]","[5, 6, 9, 2, 7]",5,"[1.0, 3.2814524173736572, 1.4924569129943848, 0.8357287645339966, 0.8178713321685791]"
15,6,client_6,"[6, 3, 9, 8, 2]","[6, 3, 9, 8, 2]",5,"[1.0, 0.22539931535720825, -0.2366768717765808, -0.26157164573669434, -0.35185447335243225]"
15,7,client_7,"[7, 6, 4, 9, 8]","[7, 6, 4, 9, 8]",5,"[1.0, 2.068359136581421, 1.5886343717575073, 1.2149360179901123, 0.837582528591156]"
15,8,client_8,"[8, 3, 4, 9, 2]","[8, 3, 4, 9, 2]",5,"[1.0, 1.8683357238769531, 1.0182658433914185, 0.39547914266586304, 0.3687306046485901]"
15,9,client_9,"[9, 6, 3, 4, 8]","[9, 6, 3, 4, 8]",5,"[1.0, 1.7549089193344116, 1.4198851585388184, 1.0942343473434448, 0.3312262296676636]"
16,1,client_1,"[1, 4, 9, 8, 2]","[1, 4, 9, 8, 2]",5,"[1.0, 2.3091773986816406, 1.3785098791122437, 1.2746081352233887, 0.8250206708908081]"
16,2,client_2,"[2, 3, 9, 4, 7]","[2, 3, 9, 4, 7]",5,"[1.0, 1.5808473825454712, 1.1535677909851074, 0.8552213311195374, 0.2717677652835846]"
16,3,client_3,"[3, 6, 4, 8, 9]","[3, 6, 4, 8, 9]",5,"[1.0, 1.6278883218765259, 0.24367409944534302, -0.1391541063785553, -0.14360357820987701]"
16,4,client_4,"[4, 6, 3, 9, 8]","[4, 6, 3, 9, 8]",5,"[1.0, 1.6185702085494995, 0.5498563647270203, 0.5379803776741028, 0.017717966809868813]"
16,5,client_5,"[5, 6, 9, 2, 7]","[5, 6, 9, 2, 7]",5,"[1.0, 3.749108076095581, 1.6045734882354736, 0.9367215037345886, 0.8681175112724304]"
16,6,client_6,"[6, 3, 8, 9, 4]","[6, 3, 8, 9, 4]",5,"[1.0, 0.4322945177555084, -0.20261885225772858, -0.22274509072303772, -0.3538770079612732]"
16,7,client_7,"[7, 6, 4, 9, 8]","[7, 6, 4, 9, 8]",5,"[1.0, 2.3077378273010254, 1.835593581199646, 1.3561123609542847, 1.0125845670700073]"
16,8,client_8,"[8, 3, 4, 2, 9]","[8, 3, 4, 2, 9]",5,"[1.0, 2.2386341094970703, 1.1178350448608398, 0.447314977645874, 0.433215469121933]"
16,9,client_9,"[9, 6, 3, 4, 8]","[9, 6, 3, 4, 8]",5,"[1.0, 2.011857271194458, 1.6880741119384766, 1.2035597562789917, 0.3622395396232605]"
17,1,client_1,"[1, 4, 9, 8, 2]","[1, 4, 9, 8, 2]",5,"[1.0, 2.5868754386901855, 1.4927514791488647, 1.440335750579834, 0.8983330726623535]"
17,2,client_2,"[2, 3, 9, 4, 7]","[2, 3, 9, 4, 7]",5,"[1.0, 1.9382754564285278, 1.2629343271255493, 0.9791356325149536, 0.28050318360328674]"
17,3,client_3,"[3, 6, 4, 8, 2]","[3, 6, 4, 8, 2]",5,"[1.0, 1.8851046562194824, 0.27708107233047485, -0.14044542610645294, -0.15196053683757782]"
17,4,client_4,"[4, 6, 3, 9, 8]","[4, 6, 3, 9, 8]",5,"[1.0, 1.8713765144348145, 0.642199695110321, 0.5730072855949402, 0.03627379983663559]"
17,5,client_5,"[5, 6, 9, 2, 7]","[5, 6, 9, 2, 7]",5,"[1.0, 4.263298034667969, 1.7101331949234009, 1.0441633462905884, 0.913801372051239]"
17,6,client_6,"[6, 3, 8, 9, 4]","[6, 3, 8, 9, 4]",5,"[1.0, 0.6597734689712524, -0.13039641082286835, -0.21833521127700806, -0.3468857407569885]"
